   "Corner ID","Latitude (deg)","Longitude (deg)","Height Above Ellipsoid (m)","Azimuth (deg)","Tilt / Elevation angle (deg)","Side Length (m)", "Epoch: 2024-08-12 00:00"
00,34.79696933,-118.09653092,660.7851,170.50,12.10,2.4384
01,34.79984858,-118.08698892,661.0340,170.50,8.72,2.4384
02,34.80523759,-118.08738932,660.7953,170.00,9.30,2.4384
03,34.80533836,-118.08201382,660.9891,171.90,15.67,2.4384
04,34.80541553,-118.07637836,661.1541,176.00,11.93,2.4384
05,34.80549375,-118.07080348,661.2238,171.00,11.07,2.4384
06,34.80558481,-118.06522595,661.2509,170.00,10.53,2.4384
07,34.80566751,-118.05969850,661.4003,170.00,14.70,2.4384
08,34.80575790,-118.05402236,661.5717,170.25,14.53,2.3989
09,34.80581418,-118.04891564,661.4444,175.00,10.63,2.4384
10,34.80592456,-118.04341415,661.5763,170.00,14.60,2.4384
11,34.80602489,-118.03773676,661.7004,170.00,14.60,2.3989
12,34.80607400,-118.03230238,661.9122,169.50,8.10,2.4384
13,34.80519278,-118.08441992,660.9356,347.00,11.90,2.4384
14,34.80544020,-118.07892261,661.1561,350.00,16.00,2.4384
15,34.80552375,-118.07328074,661.3497,350.50,14.20,2.3989
16,34.80554869,-118.06786948,661.2829,350.00,8.03,2.4384
17,34.80555369,-118.06262905,661.3206,346.00,11.00,2.4384
18,34.80568774,-118.05642859,661.4419,346.00,8.97,2.4384
19,34.80572733,-118.05175997,661.5660,351.25,13.80,2.3989
20,34.80583809,-118.04635831,661.4450,350.00,10.77,2.4384
21,34.80590048,-118.04033361,661.4679,352.00,8.67,2.4384
22,34.80599631,-118.03514811,661.8094,10.82,16.23,2.4384
23,34.80250462,-118.08580565,661.1991,351.06,21.00,4.8000
24,34.80290964,-118.07664695,661.4272,350.97,20.90,4.8000
25,34.80315675,-118.06878075,661.5121,349.69,21.00,4.8000
26,34.80322851,-118.06058273,661.6263,350.66,20.82,4.8000
27,34.80351972,-118.05228077,661.6455,349.64,20.93,4.8000
28,34.79888395,-118.09483291,661.7208,11.63,14.80,0.8000
29,34.79972494,-118.08951397,661.6024,91.50,34.00,0.7000
30,34.80045802,-118.08431148,661.7021,91.00,33.80,0.7000
31,34.80122334,-118.07909551,661.9540,351.00,16.70,0.7000
32,34.80198200,-118.07379456,661.8983,90.50,33.20,0.7000
33,34.80291903,-118.06751569,661.9957,354.00,20.00,0.7000
34,34.80349572,-118.06339533,662.2284,350.54,19.50,0.8000
35,34.80426744,-118.05812570,662.1267,91.00,31.60,0.7000
36,34.80501206,-118.05289381,662.0528,92.00,31.50,0.7000
37,34.80577956,-118.04767463,662.2016,351.00,28.10,0.7000
